locusName	Best_hit_arabi_name	arabi-symbol	arabi-defline	at_tf_family	pt_tf_family
Potri.019G125700	-	-	-	-	-
Potri.019G125800	-	-	-	-	-
Potri.019G125900	AT3G10985.1	ATWI-12,SAG20,WI12	senescence associated gene 20	-	-
Potri.019G126000	AT5G58410.1	-	HEAT/U-box domain-containing protein	-	-
Potri.019G126100	-	-	-	-	-
Potri.019G126200	AT5G58410.1	-	HEAT/U-box domain-containing protein	-	-
Potri.019G126300	AT2G30270.1	-	Protein of unknown function (DUF567)	-	-
Potri.019G126400	AT2G25150.1	-	HXXXD-type acyl-transferase family protein	-	-
Potri.019G126500	AT2G30280.1	DMS4,RDM4	RNA-directed DNA methylation 4	-	-
Potri.019G126600	-	-	-	-	-
Potri.019G126700	AT2G30300.1	-	Major facilitator superfamily protein	-	-
Potri.019G126800	AT2G40435.1	-	-	-	-
Potri.019G126900	AT2G30320.1	-	Pseudouridine synthase family protein	-	-
Potri.019G127000	AT1G06950.1	ATTIC110,TIC110	translocon at the inner envelope membrane of chloroplasts 110	-	-
Potri.019G127100	-	-	-	-	-
Potri.019G127200	AT1G35710.1	-	Protein kinase family protein with leucine-rich repeat domain	-	-
Potri.019G127300	AT2G40470.1	ASL11,LBD15	LOB domain-containing protein 15	LBD	LBD
Potri.019G127400	AT1G06930.1	-	-	-	-
Potri.019G127500	AT5G58380.1	CIPK10,PKS2,SIP1,SNRK3.8	SOS3-interacting protein 1	-	-
Potri.019G127600	AT2G30350.2	-	Excinuclease ABC, C subunit, N-terminal	-	-
Potri.019G127700	-	-	-	-	-
Potri.019G127800	-	-	-	-	-
Potri.019G127900	AT5G58375.1	-	Methyltransferase-related protein	-	-
Potri.019G128000	AT5G58370.2	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.019G128100	AT2G30360.1	CIPK11,PKS5,SIP4,SNRK3.22	SOS3-interacting protein 4	-	-
Potri.019G128200	AT2G30370.2	CHAL,EPFL6	allergen-related	-	-
Potri.019G128300	AT2G45260.1	-	Plant protein of unknown function (DUF641)	-	-
Potri.019G128400	AT2G30395.1	ATOFP17,OFP17	ovate family protein 17	-	-
Potri.019G128500	AT1G06920.1	ATOFP4,OFP4	ovate family protein 4	-	-
Potri.019G128600	AT5G58350.1	WNK4,ZIK2	with no lysine (K) kinase 4	-	-
Potri.019G128700	-	-	-	-	-
Potri.019G128800	AT3G51620.2	-	PAP/OAS1 substrate-binding domain superfamily	-	-
Potri.019G128900	AT1G06890.2	-	nodulin MtN21 /EamA-like transporter family protein	-	-
Potri.019G129000	AT5G05340.1	-	Peroxidase superfamily protein	-	-
Potri.019G129100	AT1G35710.1	-	Protein kinase family protein with leucine-rich repeat domain	-	-
Potri.019G129200	-	-	-	-	-
Potri.019G129300	AT4G08850.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.019G129400	AT4G08850.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.019G129500	-	-	-	-	-
Potri.019G129600	-	-	-	-	-
Potri.019G129700	-	-	-	-	-
Potri.019G129800	AT1G44790.1	-	ChaC-like family protein	-	-
Potri.019G129900	AT5G66750.1	ATDDM1,CHA1,CHR01,CHR1,DDM1,SOM1,SOM4	chromatin remodeling 1	-	-
Potri.019G130000	AT2G40620.1	-	Basic-leucine zipper (bZIP) transcription factor family protein	bZIP	bZIP
Potri.019G130100	AT5G05280.1	-	RING/U-box superfamily protein	-	-
Potri.019G130200	AT4G34390.1	XLG2	extra-large GTP-binding protein 2	-	-
Potri.019G130300	AT4G32010.1	HSI2-L1,HSL1,VAL2	HSI2-like 1	B3	B3
Potri.019G130400	-	-	-	-	-
Potri.019G130500	AT1G17180.1	ATGSTU25,GSTU25	glutathione S-transferase TAU 25	-	-
Potri.019G130600	AT1G78340.1	ATGSTU22,GSTU22	glutathione S-transferase TAU 22	-	-
Potri.019G130700	AT2G30490.1	ATC4H,C4H,CYP73A5,REF3	cinnamate-4-hydroxylase	-	-
Potri.019G130800	-	-	-	-	-
Potri.019G130900	AT1G55150.1	-	DEA(D/H)-box RNA helicase family protein	-	-
Potri.019G131000	AT2G30500.2	-	Kinase interacting (KIP1-like) family protein	-	-
Potri.019G131100	AT3G10870.1	ATMES17,MES17	methyl esterase 17	-	-
Potri.019G131200	AT5G20920.1	EIF2 BETA,EMB1401	eukaryotic translation initiation factor 2 beta subunit	-	-
Potri.019G131300	AT4G27950.1	CRF4	cytokinin response factor 4	ERF	ERF
Potri.019G131400	AT5G41700.3	ATUBC8,UBC8	ubiquitin conjugating enzyme 8	-	-
Potri.019G131500	AT5G58300.2	-	Leucine-rich repeat protein kinase family protein	-	-
Potri.019G131600	AT2G30520.1	RPT2	Phototropic-responsive NPH3 family protein	-	-
Potri.019G131700	AT1G17455.2	ELF4-L4	ELF4-like 4	-	-
Potri.019G131800	AT1G06840.1	-	Leucine-rich repeat protein kinase family protein	-	-
Potri.019G131900	AT1G26910.1	RPL10B	Ribosomal protein L16p/L10e family protein	-	-
Potri.019G132000	AT5G05370.1	-	Cytochrome b-c1 complex, subunit 8 protein	-	-
Potri.019G132100	AT2G38610.1	-	RNA-binding KH domain-containing protein	-	-
Potri.019G132200	AT5G01960.1	-	RING/U-box superfamily protein	-	-
Potri.019G132300	AT5G01970.1	-	-	-	-
Potri.019G132400	-	-	-	-	-
Potri.019G132500	-	-	-	-	-
Potri.019G132600	AT1G20670.1	-	DNA-binding bromodomain-containing protein	-	-
Potri.019G132700	AT1G60170.1	emb1220	pre-mRNA processing ribonucleoprotein binding region-containing protein	-	-
Potri.019G132800	AT5G58270.1	ATATM3,ATM3,STA1	ABC transporter of the mitochondrion 3	-	-
Potri.019G132900	AT5G58260.1	-	oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor	-	-
Potri.019G133000	AT5G51340.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.019G133100	-	-	-	-	-
Potri.019G133200	AT5G58240.1	FHIT	FRAGILE HISTIDINE TRIAD	-	-
Potri.019G133300	-	-	-	-	-
Potri.019G133400	AT1G09575.1	-	Protein of unknown function (DUF607)	-	-
Potri.019G133500	AT4G10360.2	-	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein	-	-
Potri.019G133600	AT3G56380.1	ARR17,RR17	response regulator 17	-	-
Potri.019G133700	-	-	-	-	-
Potri.019G133800	-	-	-	-	-
Potri.019G133900	AT4G25950.1	VATG3	vacuolar ATP synthase G3	-	-
Potri.019G134000	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T000100	AT2G38290.1	AMT2,AMT2;1,ATAMT2	ammonium transporter 2	-	-
Potri.T000200	AT2G38290.1	AMT2,AMT2;1,ATAMT2	ammonium transporter 2	-	-
Potri.T000300	AT3G25830.1	ATTPS-CIN,TPS-CIN	terpene synthase-like sequence-1,8-cineole	-	-
Potri.T000400	AT5G23960.2	ATTPS21,TPS21	terpene synthase 21	-	-
Potri.T000500	AT4G16740.2	ATTPS03,TPS03	terpene synthase 03	-	-
Potri.T000600	AT2G38290.1	AMT2,AMT2;1,ATAMT2	ammonium transporter 2	-	-
Potri.T000700	AT2G38290.1	AMT2,AMT2;1,ATAMT2	ammonium transporter 2	-	-
Potri.T000800	AT3G25820.1	ATTPS-CIN,TPS-CIN	terpene synthase-like sequence-1,8-cineole	-	-
Potri.T000900	AT2G38290.1	AMT2,AMT2;1,ATAMT2	ammonium transporter 2	-	-
Potri.T001000	AT3G25820.1	ATTPS-CIN,TPS-CIN	terpene synthase-like sequence-1,8-cineole	-	-
Potri.T001100	AT5G23960.2	ATTPS21,TPS21	terpene synthase 21	-	-
Potri.T001200	-	-	-	-	-
Potri.T001300	AT3G25810.1	-	Terpenoid cyclases/Protein prenyltransferases superfamily protein	-	-
Potri.T001400	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T001500	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T001600	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T001700	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T001800	AT1G21980.1	ATPIP5K1,ATPIPK1,PIP5K1	phosphatidylinositol-4-phosphate 5-kinase 1	-	-
Potri.T001900	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T002000	-	-	-	-	-
Potri.T002100	AT5G49140.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T002200	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T002300	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T002400	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T002500	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T002600	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T002700	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T002800	-	-	-	-	-
Potri.T002900	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T003000	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T003100	AT1G21980.1	ATPIP5K1,ATPIPK1,PIP5K1	phosphatidylinositol-4-phosphate 5-kinase 1	-	-
Potri.T003200	AT4G08180.1	ORP1C	OSBP(oxysterol binding protein)-related protein 1C	-	-
Potri.T003300	AT5G08640.1	ATFLS1,FLS,FLS1	flavonol synthase 1	-	-
Potri.T003400	AT5G35370.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T003500	-	-	-	-	-
Potri.T003600	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T003700	-	-	-	-	-
Potri.T003800	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T003900	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T004000	-	-	-	-	-
Potri.T004100	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T004200	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T004300	-	-	-	-	-
Potri.T004400	AT5G08630.1	-	DDT domain-containing protein	-	-
Potri.T004500	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T004600	AT5G14930.2	SAG101	senescence-associated gene 101	-	-
Potri.T004700	AT1G04110.1	SDD1	Subtilase family protein	-	-
Potri.T004800	AT5G14930.2	SAG101	senescence-associated gene 101	-	-
Potri.T004900	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T005000	-	-	-	-	-
Potri.T005100	AT5G36930.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T005200	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T005300	AT5G36930.1	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T005400	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T005500	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T005600	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T005700	ATCG00480.1	-	ATP synthase subunit beta	-	-
Potri.T005800	ATCG00490.1	-	ribulose-bisphosphate carboxylases	-	-
Potri.T005900	-	-	-	-	-
Potri.T006000	ATCG00490.1	-	ribulose-bisphosphate carboxylases	-	-
Potri.T006100	-	-	-	-	-
Potri.T006200	ATCG00490.1	-	ribulose-bisphosphate carboxylases	-	-
Potri.T006300	AT5G28780.1	-	PIF1 helicase	-	-
Potri.T006400	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T006500	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T006600	-	-	-	-	-
Potri.T006700	-	-	-	-	-
Potri.T006800	AT2G07760.1	-	Zinc knuckle (CCHC-type) family protein	-	-
Potri.T006900	AT5G41980.1	-	-	-	-
Potri.T007000	AT5G39570.1	-	-	-	-
Potri.T007100	-	-	-	-	-
Potri.T007200	AT3G29090.1	ATPME31,PME31	pectin methylesterase 31	-	-
Potri.T007300	AT5G39530.1	-	Protein of unknown function (DUF1997)	-	-
Potri.T007400	AT1G18800.1	NRP2	NAP1-related protein 2	-	-
Potri.T007500	AT3G55160.1	-	-	-	-
Potri.T007600	ATCG00350.1	-	Photosystem I, PsaA/PsaB protein	-	-
Potri.T007700	-	-	-	-	-
Potri.T007800	AT1G29720.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T007900	-	-	-	-	-
Potri.T008000	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T008100	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T008200	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T008300	AT1G29720.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T008400	AT1G29720.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T008500	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T008600	AT1G29750.2	RKF1	receptor-like kinase in flowers 1	-	-
Potri.T008700	AT1G29730.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T008800	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T008900	AT1G07650.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T009000	AT1G29730.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T009100	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T009200	-	-	-	-	-
Potri.T009300	-	-	-	-	-
Potri.T009400	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T009500	AT1G29730.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T009600	AT1G29730.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T009700	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T009800	AT1G53440.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T009900	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T010000	AT1G29730.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T010100	AT1G29740.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T010200	AT1G29730.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T010300	AT5G16970.1	AER,AT-AER	alkenal reductase	-	-
Potri.T010400	-	-	-	-	-
Potri.T010500	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T010600	AT5G63620.1	-	GroES-like zinc-binding alcohol dehydrogenase family protein	-	-
Potri.T010700	AT5G63640.1	-	ENTH/VHS/GAT family protein	-	-
Potri.T010800	AT3G16520.3	UGT88A1	UDP-glucosyl transferase 88A1	-	-
Potri.T010900	AT2G30390.1	ATFC-II,FC-II,FC2	ferrochelatase 2	-	-
Potri.T011000	AT1G10940.1	ASK1,SNRK2-4,SNRK2.4,SRK2A	Protein kinase superfamily protein	-	-
Potri.T011100	AT1G72160.1	-	Sec14p-like phosphatidylinositol transfer family protein	-	-
Potri.T011200	AT2G02130.1	LCR68,PDF2.3	low-molecular-weight cysteine-rich 68	-	-
Potri.T011300	AT5G63660.1	LCR74,PDF2.5	Scorpion toxin-like knottin superfamily protein	-	-
Potri.T011400	AT4G38620.1	ATMYB4,MYB4	myb domain protein 4	MYB	MYB
Potri.T011500	AT1G47570.1	-	RING/U-box superfamily protein	-	-
Potri.T011600	-	-	-	-	-
Potri.T011700	-	-	-	-	-
Potri.T011800	AT5G36930.2	-	Disease resistance protein (TIR-NBS-LRR class) family	-	-
Potri.T011900	-	-	-	-	-
Potri.T012000	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T012100	AT1G79740.1	-	hAT transposon superfamily	-	-
Potri.T012200	AT5G23630.1	MIA,PDR2	phosphate deficiency response 2	-	-
Potri.T012300	AT5G23610.2	-	-	-	-
Potri.T012400	AT5G25610.1	ATRD22,RD22	BURP domain-containing protein	-	-
Potri.T012500	AT5G25610.1	ATRD22,RD22	BURP domain-containing protein	-	-
Potri.T012600	AT4G31980.1	-	-	-	-
Potri.T012700	AT5G25610.1	ATRD22,RD22	BURP domain-containing protein	-	-
Potri.T012800	AT1G35670.1	ATCDPK2,ATCPK11,CDPK2,CPK11	calcium-dependent protein kinase 2	-	-
Potri.T012900	AT4G27190.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T013000	AT5G23520.1	-	smr (Small MutS Related) domain-containing protein	-	-
Potri.T013100	-	-	-	-	-
Potri.T013200	AT4G27190.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T013300	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T013400	-	-	-	-	-
Potri.T013500	AT1G12220.2	RPS5	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.T013600	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T013700	-	-	-	-	-
Potri.T013800	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T013900	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T014000	-	-	-	-	-
Potri.T014100	-	-	-	-	-
Potri.T014200	-	-	-	-	-
Potri.T014300	AT4G10780.1	-	LRR and NB-ARC domains-containing disease resistance protein	-	-
Potri.T014400	AT1G79740.1	-	hAT transposon superfamily	-	-
Potri.T014500	AT4G10780.1	-	LRR and NB-ARC domains-containing disease resistance protein	-	-
Potri.T014600	AT4G10780.1	-	LRR and NB-ARC domains-containing disease resistance protein	-	-
Potri.T014700	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T014800	AT1G07650.2	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T014900	AT1G12220.2	RPS5	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.T015000	-	-	-	-	-
Potri.T015100	AT5G08450.3	-	-	-	-
Potri.T015200	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T015300	AT4G27190.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T015400	AT4G27190.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T015500	AT4G27190.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T015600	AT5G43740.1	-	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.T015700	AT5G08450.2	-	-	-	-
Potri.T015800	AT1G26690.1	-	emp24/gp25L/p24 family/GOLD family protein	-	-
Potri.T015900	AT1G12210.1	RFL1	RPS5-like 1	-	-
Potri.T016000	AT1G53430.1	-	Leucine-rich repeat transmembrane protein kinase	-	-
Potri.T016100	AT4G15020.1	-	hAT transposon superfamily	-	-
Potri.T016200	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T016300	AT3G24440.1	VIL1,VRN5	Fibronectin type III domain-containing protein	-	-
Potri.T016400	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T016500	ATCG00860.1	-	Chloroplast Ycf2;ATPase, AAA type, core	-	-
Potri.T016600	AT3G24480.1	-	Leucine-rich repeat (LRR) family protein	-	-
Potri.T016700	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T016800	AT5G19590.1	-	Protein of unknown function, DUF538	-	-
Potri.T016900	AT3G02380.1	ATCOL2,COL2	CONSTANS-like 2	CO-like	CO-like
Potri.T017000	AT4G31730.1	GDU1	glutamine dumper 1	-	-
Potri.T017100	AT4G25760.1	ATGDU2,GDU2	glutamine dumper 2	-	-
Potri.T017200	AT2G24762.1	AtGDU4,GDU4	glutamine dumper 4	-	-
Potri.T017300	AT2G24762.1	AtGDU4,GDU4	glutamine dumper 4	-	-
Potri.T017400	AT5G38790.1	-	-	-	-
Potri.T017500	-	-	-	-	-
Potri.T017600	AT3G02360.2	-	6-phosphogluconate dehydrogenase family protein	-	-
Potri.T017700	AT3G02360.1	-	6-phosphogluconate dehydrogenase family protein	-	-
Potri.T017800	AT5G34885.1	-	Protein of unknown function (DUF784)	-	-
Potri.T017900	-	-	-	-	-
Potri.T018000	AT2G44480.1	BGLU17	beta glucosidase 17	-	-
Potri.T018100	AT4G07515.1	-	Protein of unknown function (DUF784)	-	-
Potri.T018200	AT1G11260.1	ATSTP1,STP1	sugar transporter 1	-	-
Potri.T018300	AT5G39050.1	-	HXXXD-type acyl-transferase family protein	-	-
Potri.T018400	AT5G34885.1	-	Protein of unknown function (DUF784)	-	-
Potri.T018500	-	-	-	-	-
Potri.T018600	AT2G44480.1	BGLU17	beta glucosidase 17	-	-
Potri.T018700	AT1G11260.1	ATSTP1,STP1	sugar transporter 1	-	-
Potri.T018800	AT5G39050.1	-	HXXXD-type acyl-transferase family protein	-	-
Potri.T018900	AT5G42955.1	-	Protein of unknown function (DUF784)	-	-
Potri.T019000	AT5G42955.1	-	Protein of unknown function (DUF784)	-	-
Potri.T019100	-	-	-	-	-
Potri.T019200	AT5G42260.1	BGLU12	beta glucosidase 12	-	-
Potri.T019300	AT5G39050.1	-	HXXXD-type acyl-transferase family protein	-	-
Potri.T019400	AT5G39050.1	-	HXXXD-type acyl-transferase family protein	-	-
Potri.T019500	AT5G42955.1	-	Protein of unknown function (DUF784)	-	-
Potri.T019600	-	-	-	-	-
Potri.T019700	-	-	-	-	-
Potri.T019800	-	-	-	-	-
Potri.T019900	-	-	-	-	-
Potri.T020000	-	-	-	-	-
Potri.T020100	AT5G34885.1	-	Protein of unknown function (DUF784)	-	-
Potri.T020200	AT5G34885.1	-	Protein of unknown function (DUF784)	-	-
Potri.T020300	AT3G13920.1	EIF4A1,RH4,TIF4A1	eukaryotic translation initiation factor 4A1	-	-
Potri.T020400	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T020500	ATCG00280.1	-	photosystem II reaction center protein C	-	-
Potri.T020600	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.T020700	AT5G11960.1	-	Protein of unknown function (DUF803)	-	-
Potri.T020800	-	-	-	-	-
Potri.T020900	AT2G19400.1	-	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein	-	-
Potri.T021000	AT3G16030.1	CES101	lectin protein kinase family protein	-	-
Potri.T021100	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T021200	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T021300	-	-	-	-	-
Potri.T021400	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T021500	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T021600	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T021700	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T021800	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T021900	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T022000	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T022100	-	-	-	-	-
Potri.T022200	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T022300	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T022400	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T022500	AT2G31670.1	-	Stress responsive alpha-beta barrel domain protein	-	-
Potri.T022600	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T022700	-	-	-	-	-
Potri.T022800	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T022900	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T023000	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T023100	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T023200	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T023300	AT4G27300.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T023400	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T023500	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T023600	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.T023700	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T023800	AT4G27300.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T023900	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.T024000	AT4G27280.1	-	Calcium-binding EF-hand family protein	-	-
Potri.T024100	AT4G27310.1	-	B-box type zinc finger family protein	-	DBB
Potri.T024200	AT1G11360.1	-	Adenine nucleotide alpha hydrolases-like superfamily protein	-	-
Potri.T024300	-	-	-	-	NZZ/SPL
Potri.T024400	AT4G27340.1	-	Met-10+ like family protein	-	-
Potri.T024500	AT3G04580.1	EIN4	Signal transduction histidine kinase, hybrid-type, ethylene sensor	-	-
Potri.T024600	AT5G23530.1	AtCXE18,CXE18	carboxyesterase 18	-	-
Potri.T024700	AT5G63020.1	-	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.T024800	AT5G23530.1	AtCXE18,CXE18	carboxyesterase 18	-	-
Potri.T024900	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T025000	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T025100	AT1G12290.2	-	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.T025200	-	-	-	-	-
Potri.T025300	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T025400	-	-	-	-	-
Potri.T025500	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T025600	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T025700	AT1G79740.1	-	hAT transposon superfamily	-	-
Potri.T025800	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T025900	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T026000	-	-	-	-	-
Potri.T026100	AT1G58440.1	SQE1,XF1	FAD/NAD(P)-binding oxidoreductase family protein	-	-
Potri.T026200	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T026300	-	-	-	-	-
Potri.T026400	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T026500	AT1G79740.1	-	hAT transposon superfamily	-	-
Potri.T026600	AT4G10780.1	-	LRR and NB-ARC domains-containing disease resistance protein	-	-
Potri.T026700	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T026800	AT4G10780.1	-	LRR and NB-ARC domains-containing disease resistance protein	-	-
Potri.T026900	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T027000	AT1G12290.1	-	Disease resistance protein (CC-NBS-LRR class) family	-	-
Potri.T027100	ATCG01060.1	-	iron-sulfur cluster binding;electron carriers;4 iron, 4 sulfur cluster binding	-	-
Potri.T027200	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T027300	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T027400	-	-	-	-	-
Potri.T027500	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T027600	-	-	-	-	-
Potri.T027700	AT4G27220.1	-	NB-ARC domain-containing disease resistance protein	-	-
Potri.T027800	-	-	-	-	-
Potri.T027900	-	-	-	-	-
